Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias,Promedio_Notas,Rango_Edad
8680,24,prefiero no decirlo,Arauco,55,71,63,63,menor a 25
8681,29,masculino,Concepción,9,33,6,16,mayor de 25
8682,21,masculino,Hualpén,87,49,2,46,menor a 25
8683,29,prefiero no decirlo,Coronel,59,15,89,54,mayor de 25
8684,18,femenino,Concepción,52,22,57,44,menor a 25
8685,29,femenino,Concepción,35,13,71,40,mayor de 25
8686,22,masculino,Lota,33,50,84,56,menor a 25
8687,21,masculino,Concepción,96,92,5,64,menor a 25
8688,19,prefiero no decirlo,Lota,8,46,6,20,menor a 25
8689,28,masculino,Arauco,98,14,93,68,mayor de 25
8690,21,femenino,Hualpén,86,82,88,85,menor a 25
8691,19,masculino,Arauco,61,15,38,38,menor a 25
8692,24,masculino,Concepción,83,49,69,67,menor a 25
8693,29,prefiero no decirlo,Hualpén,32,47,86,55,mayor de 25
8694,29,femenino,Coronel,55,24,76,52,mayor de 25
8695,25,femenino,Lota,22,79,73,58,menor a 25
8696,27,masculino,Penco,90,51,30,57,mayor de 25
8697,25,femenino,Coronel,82,77,27,62,menor a 25
8698,27,prefiero no decirlo,Tomé,77,67,71,72,mayor de 25
8699,20,masculino,San Pedro,50,20,51,40,menor a 25
8700,25,masculino,Lota,18,94,80,64,menor a 25
8701,24,masculino,Penco,97,66,27,63,menor a 25
8702,19,prefiero no decirlo,Arauco,56,48,77,60,menor a 25
8703,24,prefiero no decirlo,Coronel,22,51,49,41,menor a 25
8704,25,femenino,Lota,85,59,24,56,menor a 25
8705,18,femenino,Lota,64,80,96,80,menor a 25
8706,22,prefiero no decirlo,Penco,21,43,45,36,menor a 25
8707,29,masculino,Tomé,24,11,14,16,mayor de 25
8708,22,prefiero no decirlo,Concepción,11,53,88,51,menor a 25
8709,25,masculino,Arauco,78,54,48,60,menor a 25
8710,28,femenino,Arauco,40,25,73,46,mayor de 25
8711,25,prefiero no decirlo,Concepción,58,69,2,43,menor a 25
8712,23,femenino,Concepción,89,9,6,35,menor a 25
8713,26,femenino,Lota,45,86,80,70,mayor de 25
8714,28,prefiero no decirlo,Penco,63,32,17,37,mayor de 25
8715,26,prefiero no decirlo,Tomé,49,67,42,53,mayor de 25
8716,20,prefiero no decirlo,San Pedro,97,69,29,65,menor a 25
8717,19,femenino,San Pedro,51,79,87,72,menor a 25
8718,24,masculino,San Pedro,99,71,53,74,menor a 25
8719,29,prefiero no decirlo,Coronel,56,96,83,78,mayor de 25
8720,23,femenino,San Pedro,95,39,38,57,menor a 25
8721,29,prefiero no decirlo,Arauco,55,81,19,52,mayor de 25
8722,26,masculino,Hualpén,67,54,29,50,mayor de 25
8723,19,femenino,Tomé,52,8,31,30,menor a 25
8724,26,masculino,Arauco,43,8,67,39,mayor de 25
8725,27,prefiero no decirlo,Tomé,35,23,4,21,mayor de 25
8726,26,femenino,Concepción,32,75,10,39,mayor de 25
8727,21,masculino,Concepción,6,57,3,22,menor a 25
8728,21,masculino,Arauco,89,39,28,52,menor a 25
8729,26,prefiero no decirlo,Penco,1,43,35,26,mayor de 25
8730,28,femenino,Arauco,26,82,38,49,mayor de 25
8731,21,prefiero no decirlo,Lota,37,74,11,41,menor a 25
8732,22,masculino,Hualpén,75,8,88,57,menor a 25
8733,21,masculino,Penco,62,99,67,76,menor a 25
8734,24,prefiero no decirlo,Lota,72,86,86,81,menor a 25
8735,29,femenino,Coronel,70,26,94,63,mayor de 25
8736,19,prefiero no decirlo,San Pedro,13,41,45,33,menor a 25
8737,28,masculino,Hualpén,58,1,83,47,mayor de 25
8738,28,masculino,San Pedro,38,91,4,44,mayor de 25
8739,20,prefiero no decirlo,Coronel,23,1,50,25,menor a 25
8740,25,femenino,Hualpén,88,59,77,75,menor a 25
8741,21,femenino,Penco,17,13,53,28,menor a 25
8742,24,femenino,Arauco,70,86,28,61,menor a 25
8743,20,femenino,San Pedro,62,97,49,69,menor a 25
8744,20,femenino,Hualpén,15,18,92,42,menor a 25
8745,24,masculino,Hualpén,38,79,93,70,menor a 25
8746,18,masculino,Coronel,87,88,90,88,menor a 25
8747,20,masculino,Coronel,31,21,69,40,menor a 25
8748,28,masculino,Coronel,28,95,60,61,mayor de 25
8749,26,prefiero no decirlo,Penco,42,20,72,45,mayor de 25
8750,22,prefiero no decirlo,Hualpén,42,99,16,52,menor a 25
8751,22,prefiero no decirlo,Lota,34,90,28,51,menor a 25
8752,29,masculino,Lota,79,70,53,67,mayor de 25
8753,21,masculino,Concepción,1,22,84,36,menor a 25
8754,18,prefiero no decirlo,Arauco,89,10,1,33,menor a 25
8755,28,femenino,Coronel,81,22,23,42,mayor de 25
8756,23,femenino,Penco,43,78,82,68,menor a 25
8757,19,femenino,Tomé,23,52,60,45,menor a 25
8758,26,masculino,Hualpén,59,59,80,66,mayor de 25
8759,28,femenino,Lota,63,68,78,70,mayor de 25
8760,20,prefiero no decirlo,Tomé,84,91,28,68,menor a 25
8761,28,masculino,Lota,83,4,35,41,mayor de 25
8762,18,prefiero no decirlo,Coronel,37,41,32,37,menor a 25
8763,22,prefiero no decirlo,Tomé,36,29,17,27,menor a 25
8764,24,femenino,Lota,60,4,75,46,menor a 25
8765,23,prefiero no decirlo,Lota,23,99,80,67,menor a 25
8766,25,prefiero no decirlo,Hualpén,29,27,78,45,menor a 25
8767,29,masculino,San Pedro,36,49,9,31,mayor de 25
8768,24,femenino,Arauco,39,49,93,60,menor a 25
8769,23,masculino,Concepción,41,72,22,45,menor a 25
8770,28,prefiero no decirlo,Lota,64,28,13,35,mayor de 25
8771,23,femenino,Arauco,40,47,11,33,menor a 25
8772,22,femenino,Penco,22,28,36,29,menor a 25
8773,22,femenino,Coronel,55,89,37,60,menor a 25
8774,23,femenino,San Pedro,1,59,61,40,menor a 25
8775,27,femenino,Coronel,17,6,86,36,mayor de 25
8776,20,femenino,Concepción,59,41,71,57,menor a 25
8777,22,femenino,Lota,52,69,94,72,menor a 25
8778,24,masculino,Arauco,60,37,72,56,menor a 25
8779,28,prefiero no decirlo,Penco,98,33,11,47,mayor de 25
8780,22,prefiero no decirlo,Coronel,31,11,14,19,menor a 25
8781,23,masculino,Penco,37,48,76,54,menor a 25
8782,25,prefiero no decirlo,Penco,71,99,74,81,menor a 25
8783,27,prefiero no decirlo,Arauco,67,20,20,36,mayor de 25
8784,23,prefiero no decirlo,Concepción,7,26,37,23,menor a 25
8785,26,prefiero no decirlo,Concepción,15,95,12,41,mayor de 25
8786,23,femenino,Concepción,94,48,52,65,menor a 25
8787,22,femenino,Hualpén,88,27,92,69,menor a 25
8788,28,masculino,Hualpén,57,10,48,38,mayor de 25
8789,26,masculino,Lota,31,63,45,46,mayor de 25
8790,28,femenino,Coronel,5,63,77,48,mayor de 25
8791,21,masculino,Coronel,41,98,87,75,menor a 25
8792,20,masculino,Tomé,72,46,44,54,menor a 25
8793,23,prefiero no decirlo,San Pedro,14,89,29,44,menor a 25
8794,23,femenino,Penco,58,64,81,68,menor a 25
8795,27,masculino,Concepción,79,5,17,34,mayor de 25
8796,23,masculino,Concepción,11,10,86,36,menor a 25
8797,28,femenino,Arauco,55,3,28,29,mayor de 25
8798,26,femenino,Penco,40,58,35,44,mayor de 25
8799,27,masculino,Hualpén,95,53,17,55,mayor de 25
8800,19,prefiero no decirlo,Penco,21,34,5,20,menor a 25
8801,25,prefiero no decirlo,San Pedro,12,59,20,30,menor a 25
8802,22,masculino,Arauco,3,5,72,27,menor a 25
8803,23,masculino,Concepción,60,4,47,37,menor a 25
8804,28,prefiero no decirlo,Hualpén,68,93,5,55,mayor de 25
8805,19,femenino,Arauco,37,96,70,68,menor a 25
8806,25,femenino,Penco,54,10,22,29,menor a 25
8807,22,masculino,Lota,40,78,32,50,menor a 25
8808,28,masculino,Lota,78,40,77,65,mayor de 25
8809,21,femenino,San Pedro,2,29,5,12,menor a 25
8810,20,femenino,Lota,71,58,15,48,menor a 25
8811,18,femenino,Coronel,93,83,12,63,menor a 25
8812,23,prefiero no decirlo,San Pedro,5,71,3,26,menor a 25
8813,25,femenino,Arauco,49,76,58,61,menor a 25
8814,18,prefiero no decirlo,Penco,47,97,10,51,menor a 25
8815,25,prefiero no decirlo,Tomé,4,81,91,59,menor a 25
8816,22,prefiero no decirlo,San Pedro,54,29,95,59,menor a 25
8817,23,femenino,Concepción,63,50,65,59,menor a 25
8818,20,masculino,Arauco,68,68,30,55,menor a 25
8819,29,masculino,San Pedro,73,37,4,38,mayor de 25
8820,25,femenino,Arauco,32,85,40,52,menor a 25
8821,29,femenino,Lota,58,77,39,58,mayor de 25
8822,26,masculino,Lota,10,18,30,19,mayor de 25
8823,19,masculino,Lota,70,23,90,61,menor a 25
8824,23,femenino,Hualpén,68,62,58,63,menor a 25
8825,29,femenino,San Pedro,93,18,37,49,mayor de 25
8826,26,prefiero no decirlo,Tomé,7,30,44,27,mayor de 25
8827,19,femenino,Tomé,12,18,92,41,menor a 25
8828,24,prefiero no decirlo,Lota,1,30,82,38,menor a 25
8829,20,masculino,Concepción,61,49,47,52,menor a 25
8830,18,prefiero no decirlo,Concepción,87,63,3,51,menor a 25
8831,28,femenino,Coronel,85,35,87,69,mayor de 25
8832,21,prefiero no decirlo,Hualpén,31,24,81,45,menor a 25
8833,26,prefiero no decirlo,Concepción,70,53,77,67,mayor de 25
8834,22,masculino,Arauco,19,73,71,54,menor a 25
8835,28,femenino,Hualpén,66,94,84,81,mayor de 25
8836,26,femenino,Coronel,38,57,69,55,mayor de 25
8837,23,femenino,Lota,29,98,25,51,menor a 25
8838,23,masculino,Lota,47,95,36,59,menor a 25
8839,26,masculino,Coronel,53,11,82,49,mayor de 25
8840,19,masculino,Penco,44,81,41,55,menor a 25
8841,24,masculino,Tomé,56,12,66,45,menor a 25
8842,27,masculino,Arauco,22,94,89,68,mayor de 25
8843,22,masculino,Concepción,55,24,30,36,menor a 25
8844,21,femenino,Lota,33,89,62,61,menor a 25
8845,20,femenino,Arauco,18,84,31,44,menor a 25
8846,27,prefiero no decirlo,Penco,73,86,31,63,mayor de 25
8847,25,femenino,Lota,33,20,60,38,menor a 25
8848,21,masculino,Lota,12,23,60,32,menor a 25
8849,25,femenino,Lota,33,31,49,38,menor a 25
8850,19,femenino,Concepción,12,27,25,21,menor a 25
8851,28,masculino,Hualpén,93,95,81,90,mayor de 25
8852,28,femenino,Tomé,77,41,87,68,mayor de 25
8853,21,prefiero no decirlo,Arauco,65,84,38,62,menor a 25
8854,23,prefiero no decirlo,Coronel,98,95,50,81,menor a 25
8855,28,masculino,Lota,96,59,82,79,mayor de 25
8856,20,femenino,Concepción,63,24,83,57,menor a 25
8857,25,femenino,Concepción,96,75,80,84,menor a 25
8858,28,femenino,Arauco,49,49,23,40,mayor de 25
8859,25,masculino,Arauco,57,98,6,54,menor a 25
8860,19,prefiero no decirlo,Penco,51,13,36,33,menor a 25
8861,25,masculino,Hualpén,55,92,42,63,menor a 25
8862,26,prefiero no decirlo,Coronel,10,40,59,36,mayor de 25
8863,18,masculino,Hualpén,2,37,43,27,menor a 25
8864,25,masculino,San Pedro,9,32,93,45,menor a 25
8865,27,masculino,San Pedro,37,12,99,49,mayor de 25
8866,24,femenino,Tomé,91,12,84,62,menor a 25
8867,22,femenino,Arauco,45,62,67,58,menor a 25
8868,27,prefiero no decirlo,Penco,94,28,34,52,mayor de 25
8869,23,masculino,Concepción,55,6,3,21,menor a 25
8870,26,femenino,San Pedro,24,11,93,43,mayor de 25
8871,26,femenino,Penco,70,93,81,81,mayor de 25
8872,21,prefiero no decirlo,Arauco,71,53,86,70,menor a 25
8873,21,prefiero no decirlo,Tomé,46,37,5,29,menor a 25
8874,20,prefiero no decirlo,Hualpén,55,4,79,46,menor a 25
8875,23,masculino,Arauco,24,26,98,49,menor a 25
8876,27,prefiero no decirlo,Arauco,90,16,60,55,mayor de 25
8877,21,masculino,Lota,46,8,33,29,menor a 25
8878,22,masculino,San Pedro,91,59,10,53,menor a 25
8879,24,prefiero no decirlo,Arauco,36,58,65,53,menor a 25
8880,20,masculino,Coronel,45,58,65,56,menor a 25
8881,23,prefiero no decirlo,Concepción,37,64,95,65,menor a 25
8882,19,prefiero no decirlo,Lota,8,51,39,33,menor a 25
8883,25,femenino,Concepción,33,38,17,29,menor a 25
8884,26,prefiero no decirlo,Penco,39,39,60,46,mayor de 25
8885,20,femenino,Penco,5,51,47,34,menor a 25
8886,19,masculino,Lota,63,33,13,36,menor a 25
8887,20,prefiero no decirlo,Coronel,8,18,48,25,menor a 25
8888,18,masculino,Coronel,68,3,48,40,menor a 25
8889,19,femenino,Hualpén,57,90,31,59,menor a 25
8890,23,femenino,Tomé,92,64,31,62,menor a 25
8891,19,masculino,Coronel,26,49,39,38,menor a 25
8892,25,masculino,Coronel,95,34,10,46,menor a 25
8893,20,prefiero no decirlo,Penco,65,62,43,57,menor a 25
8894,29,masculino,Coronel,67,66,71,68,mayor de 25
8895,22,femenino,San Pedro,75,86,95,85,menor a 25
8896,26,femenino,Concepción,29,58,17,35,mayor de 25
8897,21,femenino,Tomé,96,34,96,75,menor a 25
8898,20,femenino,Lota,42,51,81,58,menor a 25
8899,22,femenino,Lota,45,54,74,58,menor a 25
8900,18,prefiero no decirlo,Lota,38,62,79,60,menor a 25
8901,25,prefiero no decirlo,Lota,37,36,47,40,menor a 25
8902,29,femenino,Arauco,10,79,62,50,mayor de 25
8903,29,masculino,Coronel,85,34,77,65,mayor de 25
8904,22,femenino,San Pedro,41,36,42,40,menor a 25
8905,18,masculino,Coronel,79,58,25,54,menor a 25
8906,22,prefiero no decirlo,Lota,93,20,38,50,menor a 25
8907,24,prefiero no decirlo,Coronel,22,14,64,33,menor a 25
8908,27,prefiero no decirlo,Concepción,7,56,83,49,mayor de 25
8909,23,masculino,Lota,98,21,28,49,menor a 25
8910,27,femenino,Lota,78,68,34,60,mayor de 25
8911,24,masculino,Penco,62,34,95,64,menor a 25
8912,26,masculino,Lota,14,65,98,59,mayor de 25
8913,26,masculino,Tomé,45,44,69,53,mayor de 25
8914,23,prefiero no decirlo,Concepción,28,50,44,41,menor a 25
8915,22,prefiero no decirlo,Concepción,11,70,50,44,menor a 25
8916,26,femenino,Hualpén,57,13,31,34,mayor de 25
8917,27,prefiero no decirlo,Penco,40,92,25,52,mayor de 25
8918,28,masculino,Lota,43,96,77,72,mayor de 25
8919,18,prefiero no decirlo,Coronel,70,26,45,47,menor a 25
8920,21,femenino,Concepción,22,18,23,21,menor a 25
8921,29,prefiero no decirlo,Coronel,62,88,55,68,mayor de 25
8922,23,masculino,Lota,41,73,46,53,menor a 25
8923,21,prefiero no decirlo,San Pedro,12,12,75,33,menor a 25
8924,28,prefiero no decirlo,San Pedro,29,14,62,35,mayor de 25
8925,28,femenino,Penco,82,69,2,51,mayor de 25
8926,25,masculino,Arauco,69,68,64,67,menor a 25
8927,19,masculino,Lota,77,91,11,60,menor a 25
8928,26,femenino,Arauco,35,98,32,55,mayor de 25
8929,25,masculino,Concepción,43,2,10,18,menor a 25
8930,24,masculino,Penco,79,5,86,57,menor a 25
8931,21,femenino,Hualpén,95,87,37,73,menor a 25
8932,26,femenino,Coronel,53,35,92,60,mayor de 25
8933,27,prefiero no decirlo,San Pedro,28,98,53,60,mayor de 25
8934,28,masculino,Lota,56,99,81,79,mayor de 25
8935,20,prefiero no decirlo,San Pedro,96,52,93,80,menor a 25
8936,29,prefiero no decirlo,Lota,65,98,70,78,mayor de 25
8937,25,femenino,Hualpén,49,59,68,59,menor a 25
8938,25,prefiero no decirlo,San Pedro,44,95,93,77,menor a 25
8939,27,prefiero no decirlo,Tomé,70,26,51,49,mayor de 25
8940,19,masculino,Tomé,92,7,4,34,menor a 25
8941,20,masculino,Coronel,79,55,67,67,menor a 25
8942,24,prefiero no decirlo,Hualpén,26,49,38,38,menor a 25
8943,21,femenino,Arauco,64,64,45,58,menor a 25
8944,25,femenino,Tomé,89,99,70,86,menor a 25
8945,25,prefiero no decirlo,Arauco,1,13,87,34,menor a 25
8946,26,prefiero no decirlo,San Pedro,53,71,1,42,mayor de 25
8947,23,prefiero no decirlo,Hualpén,72,92,21,62,menor a 25
8948,19,masculino,Lota,28,13,40,27,menor a 25
8949,22,prefiero no decirlo,Arauco,57,25,86,56,menor a 25
8950,24,masculino,Lota,57,92,37,62,menor a 25
8951,28,masculino,Hualpén,4,92,3,33,mayor de 25
8952,27,prefiero no decirlo,Arauco,78,12,95,62,mayor de 25
8953,18,masculino,Arauco,88,28,58,58,menor a 25
8954,22,masculino,Concepción,26,12,81,40,menor a 25
8955,27,masculino,Arauco,97,95,94,95,mayor de 25
8956,22,masculino,San Pedro,97,50,49,65,menor a 25
8957,25,femenino,Tomé,8,74,50,44,menor a 25
8958,23,masculino,Tomé,70,20,33,41,menor a 25
8959,24,femenino,Arauco,75,86,30,64,menor a 25
8960,26,prefiero no decirlo,Arauco,51,51,91,64,mayor de 25
8961,27,masculino,Concepción,97,10,65,57,mayor de 25
8962,23,masculino,Arauco,40,66,60,55,menor a 25
8963,28,prefiero no decirlo,Coronel,53,93,61,69,mayor de 25
8964,25,femenino,Penco,76,35,98,70,menor a 25
8965,26,prefiero no decirlo,San Pedro,79,35,21,45,mayor de 25
8966,26,femenino,Tomé,89,52,19,53,mayor de 25
8967,23,femenino,Tomé,4,56,17,26,menor a 25
8968,28,prefiero no decirlo,Lota,53,54,53,53,mayor de 25
8969,21,prefiero no decirlo,Penco,81,96,2,60,menor a 25
8970,23,masculino,Penco,54,37,75,55,menor a 25
8971,29,femenino,Penco,63,3,89,52,mayor de 25
8972,23,femenino,Penco,21,76,7,35,menor a 25
8973,29,masculino,Tomé,51,95,86,77,mayor de 25
8974,26,prefiero no decirlo,San Pedro,13,6,48,22,mayor de 25
8975,20,prefiero no decirlo,Tomé,42,47,31,40,menor a 25
8976,28,femenino,Penco,3,90,75,56,mayor de 25
8977,21,masculino,San Pedro,72,85,76,78,menor a 25
8978,18,prefiero no decirlo,Hualpén,95,48,14,52,menor a 25
8979,26,femenino,Tomé,33,55,38,42,mayor de 25
8980,25,femenino,Concepción,70,54,18,47,menor a 25
8981,28,masculino,Hualpén,7,45,86,46,mayor de 25
8982,28,prefiero no decirlo,San Pedro,69,80,43,64,mayor de 25
8983,24,prefiero no decirlo,Coronel,26,43,84,51,menor a 25
8984,25,femenino,Coronel,88,50,43,60,menor a 25
8985,19,masculino,Coronel,33,41,16,30,menor a 25
8986,29,femenino,Tomé,32,83,93,69,mayor de 25
8987,21,masculino,Concepción,73,70,58,67,menor a 25
8988,24,prefiero no decirlo,Concepción,48,41,83,57,menor a 25
8989,29,femenino,Tomé,32,51,87,57,mayor de 25
8990,29,femenino,San Pedro,26,25,35,29,mayor de 25
8991,27,masculino,Penco,73,75,95,81,mayor de 25
8992,24,masculino,Hualpén,76,66,50,64,menor a 25
8993,26,masculino,Concepción,46,60,16,41,mayor de 25
8994,21,masculino,Lota,15,95,78,63,menor a 25
8995,21,prefiero no decirlo,Arauco,82,39,95,72,menor a 25
8996,20,femenino,Concepción,16,15,37,23,menor a 25
8997,18,masculino,Coronel,35,31,34,33,menor a 25
8998,24,prefiero no decirlo,Arauco,37,11,39,29,menor a 25
8999,28,masculino,Hualpén,46,83,90,73,mayor de 25
9000,29,masculino,San Pedro,6,57,77,47,mayor de 25
9001,18,femenino,Hualpén,58,24,77,53,menor a 25
9002,24,femenino,Penco,68,24,25,39,menor a 25
9003,24,prefiero no decirlo,Arauco,82,20,54,52,menor a 25
9004,28,femenino,Concepción,22,58,34,38,mayor de 25
9005,21,masculino,Arauco,40,30,83,51,menor a 25
9006,26,masculino,San Pedro,35,46,90,57,mayor de 25
9007,19,prefiero no decirlo,Penco,43,74,19,45,menor a 25
9008,23,prefiero no decirlo,Coronel,53,53,85,64,menor a 25
9009,18,masculino,San Pedro,50,92,69,70,menor a 25
9010,21,femenino,Concepción,79,18,77,58,menor a 25
9011,28,femenino,Arauco,60,39,50,50,mayor de 25
9012,19,femenino,Coronel,63,68,62,64,menor a 25
9013,27,masculino,Coronel,81,25,4,37,mayor de 25
9014,29,masculino,Lota,12,47,36,32,mayor de 25
9015,29,femenino,Hualpén,66,63,57,62,mayor de 25
9016,19,femenino,San Pedro,28,75,55,53,menor a 25
9017,28,masculino,Coronel,72,59,64,65,mayor de 25
9018,20,femenino,Penco,12,80,47,46,menor a 25
9019,28,masculino,Tomé,96,90,51,79,mayor de 25
9020,29,masculino,Arauco,97,28,31,52,mayor de 25
9021,27,prefiero no decirlo,Arauco,23,30,93,49,mayor de 25
9022,18,prefiero no decirlo,Arauco,26,30,38,31,menor a 25
9023,26,femenino,Hualpén,56,28,5,30,mayor de 25
9024,19,prefiero no decirlo,Tomé,60,87,28,58,menor a 25
9025,21,masculino,Penco,24,67,96,62,menor a 25
9026,21,prefiero no decirlo,Arauco,38,8,44,30,menor a 25
9027,18,masculino,Tomé,29,9,52,30,menor a 25
9028,24,masculino,Arauco,30,40,29,33,menor a 25
9029,18,prefiero no decirlo,Penco,20,4,48,24,menor a 25
9030,24,prefiero no decirlo,Hualpén,7,36,81,41,menor a 25
9031,29,femenino,Lota,64,51,34,50,mayor de 25
9032,18,masculino,Coronel,48,87,97,77,menor a 25
9033,25,masculino,Coronel,16,77,24,39,menor a 25
9034,19,prefiero no decirlo,Tomé,44,17,76,46,menor a 25
9035,20,femenino,Concepción,53,20,86,53,menor a 25
9036,26,prefiero no decirlo,Lota,76,78,9,54,mayor de 25
9037,28,femenino,San Pedro,36,25,85,49,mayor de 25
9038,23,masculino,Tomé,23,55,66,48,menor a 25
9039,25,masculino,Hualpén,53,60,78,64,menor a 25
9040,21,prefiero no decirlo,Penco,56,38,75,56,menor a 25
9041,23,femenino,San Pedro,71,42,65,59,menor a 25
9042,23,masculino,Arauco,13,47,86,49,menor a 25
9043,19,prefiero no decirlo,Coronel,84,84,97,88,menor a 25
9044,28,masculino,Penco,46,78,84,69,mayor de 25
9045,20,masculino,Tomé,31,55,36,41,menor a 25
9046,28,femenino,Tomé,44,99,75,73,mayor de 25
9047,23,femenino,Lota,84,16,85,62,menor a 25
9048,21,femenino,Arauco,69,84,63,72,menor a 25
9049,21,prefiero no decirlo,Tomé,5,88,78,57,menor a 25
9050,27,prefiero no decirlo,Arauco,5,44,66,38,mayor de 25
9051,18,masculino,Arauco,68,33,59,53,menor a 25
9052,29,femenino,Arauco,48,22,73,48,mayor de 25
9053,19,masculino,Coronel,48,3,54,35,menor a 25
9054,27,prefiero no decirlo,Lota,1,53,39,31,mayor de 25
9055,20,femenino,Lota,32,84,6,41,menor a 25
9056,28,femenino,Hualpén,52,49,51,51,mayor de 25
9057,26,masculino,San Pedro,29,68,80,59,mayor de 25
9058,20,masculino,San Pedro,29,71,7,36,menor a 25
9059,24,masculino,Arauco,77,73,73,74,menor a 25
9060,22,prefiero no decirlo,Coronel,13,34,38,28,menor a 25
9061,19,masculino,San Pedro,74,2,3,26,menor a 25
9062,25,prefiero no decirlo,Hualpén,42,45,55,47,menor a 25
9063,18,masculino,Tomé,57,62,36,52,menor a 25
9064,29,femenino,Penco,24,72,15,37,mayor de 25
9065,29,masculino,Arauco,39,67,98,68,mayor de 25
9066,26,prefiero no decirlo,Coronel,90,23,38,50,mayor de 25
9067,23,prefiero no decirlo,Coronel,18,50,48,39,menor a 25
9068,22,masculino,Coronel,80,82,84,82,menor a 25
9069,24,femenino,Lota,43,6,29,26,menor a 25
9070,20,femenino,Hualpén,8,84,17,36,menor a 25
9071,26,masculino,Tomé,65,1,71,46,mayor de 25
9072,24,prefiero no decirlo,Hualpén,16,67,45,43,menor a 25
9073,23,femenino,Arauco,93,97,64,85,menor a 25
9074,26,masculino,Penco,44,78,79,67,mayor de 25
9075,18,masculino,Lota,99,14,30,48,menor a 25
9076,18,prefiero no decirlo,Hualpén,85,17,93,65,menor a 25
9077,29,prefiero no decirlo,Hualpén,55,76,17,49,mayor de 25
9078,20,masculino,San Pedro,93,62,43,66,menor a 25
9079,26,prefiero no decirlo,Coronel,7,5,75,29,mayor de 25
9080,29,masculino,Coronel,22,29,34,28,mayor de 25
9081,26,masculino,Concepción,19,33,30,27,mayor de 25
9082,27,femenino,Coronel,42,35,73,50,mayor de 25
9083,21,prefiero no decirlo,Coronel,1,42,81,41,menor a 25
9084,25,masculino,San Pedro,68,89,28,62,menor a 25
9085,28,prefiero no decirlo,Hualpén,56,12,77,48,mayor de 25
9086,25,femenino,Concepción,42,25,78,48,menor a 25
9087,19,masculino,San Pedro,43,18,77,46,menor a 25
9088,22,masculino,Arauco,3,37,82,41,menor a 25
9089,29,masculino,Tomé,80,90,95,88,mayor de 25
9090,29,masculino,Tomé,76,35,16,42,mayor de 25
9091,23,masculino,Coronel,91,44,45,60,menor a 25
9092,22,masculino,Arauco,18,43,6,22,menor a 25
9093,18,masculino,Coronel,35,73,20,43,menor a 25
9094,25,prefiero no decirlo,San Pedro,39,45,98,61,menor a 25
9095,18,masculino,Penco,78,10,54,47,menor a 25
9096,22,prefiero no decirlo,Coronel,46,72,83,67,menor a 25
9097,25,masculino,Lota,33,36,23,31,menor a 25
9098,28,masculino,Hualpén,62,73,81,72,mayor de 25
9099,29,femenino,Concepción,1,57,36,31,mayor de 25
9100,26,masculino,Coronel,17,21,22,20,mayor de 25
9101,22,femenino,Lota,86,28,18,44,menor a 25
9102,23,masculino,Lota,56,95,48,66,menor a 25
9103,25,prefiero no decirlo,Arauco,36,79,87,67,menor a 25
9104,21,masculino,Coronel,88,73,74,78,menor a 25
9105,21,prefiero no decirlo,Lota,7,37,47,30,menor a 25
9106,29,femenino,Tomé,45,32,28,35,mayor de 25
9107,22,femenino,Penco,64,49,51,55,menor a 25
9108,29,femenino,Lota,77,49,32,53,mayor de 25
9109,28,prefiero no decirlo,Lota,76,70,19,55,mayor de 25
9110,26,prefiero no decirlo,Hualpén,7,22,51,27,mayor de 25
9111,23,femenino,Concepción,70,66,80,72,menor a 25
9112,19,masculino,Tomé,60,27,70,52,menor a 25
9113,26,prefiero no decirlo,Lota,7,76,93,59,mayor de 25
9114,20,masculino,Penco,84,83,59,75,menor a 25
9115,18,masculino,Hualpén,35,23,20,26,menor a 25
9116,28,masculino,Hualpén,84,48,28,53,mayor de 25
9117,25,prefiero no decirlo,Concepción,65,46,97,69,menor a 25
9118,20,prefiero no decirlo,Hualpén,18,46,72,45,menor a 25
9119,27,femenino,Hualpén,74,32,11,39,mayor de 25
9120,25,prefiero no decirlo,Arauco,90,84,65,80,menor a 25
9121,18,femenino,Concepción,19,15,39,24,menor a 25
9122,20,masculino,Tomé,37,38,70,48,menor a 25
9123,20,prefiero no decirlo,Lota,15,21,54,30,menor a 25
9124,25,prefiero no decirlo,Hualpén,45,21,11,26,menor a 25
9125,19,prefiero no decirlo,Tomé,33,68,70,57,menor a 25
9126,19,prefiero no decirlo,Lota,95,72,38,68,menor a 25
9127,23,prefiero no decirlo,Penco,69,42,70,60,menor a 25
9128,26,prefiero no decirlo,Hualpén,19,21,58,33,mayor de 25
9129,23,prefiero no decirlo,Lota,62,6,32,33,menor a 25
9130,24,prefiero no decirlo,Arauco,43,85,28,52,menor a 25
9131,20,prefiero no decirlo,Hualpén,55,10,37,34,menor a 25
9132,24,femenino,San Pedro,93,31,35,53,menor a 25
9133,23,femenino,Concepción,28,26,37,30,menor a 25
9134,18,prefiero no decirlo,Arauco,5,96,15,39,menor a 25
9135,20,masculino,Lota,94,14,97,68,menor a 25
9136,19,masculino,Coronel,61,55,13,43,menor a 25
9137,21,prefiero no decirlo,Tomé,25,55,58,46,menor a 25
9138,19,femenino,Penco,6,85,34,42,menor a 25
9139,27,femenino,Hualpén,78,44,78,67,mayor de 25
